locus_tag; genomes
ECB_00654; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00348; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+4_50K_11348_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+4_50K_11349_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02711; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02390; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02621; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_04214; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+4_50K_11348_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+4_50K_11349_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00138; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01601; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00732; Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01173; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01172; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00915; Ara+3_50K_11346_annotated.gd, Ara+2_50K_11342_annotated.gd, Ara+2_50K_11343_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02842; Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01778; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03675; Ara-3_50K_11364_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02441; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02504; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01349; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03452; Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+4_50K_11348_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+4_50K_11349_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00589; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02085; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd
ECB_02081; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00015; Ara-3_50K_11364_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02268; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03841; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+1_50K_11393_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02865; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03599; Ara-2_50K_11335_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-6_50K_11389_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03590; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02512; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00686; Ara+3_50K_11346_annotated.gd, Ara+2_50K_11342_annotated.gd, Ara+2_50K_11343_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00976; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02213; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+2_50K_11342_annotated.gd, Ara+2_50K_11343_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11370_annotated.gd
ECB_02699; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03583; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_04022; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00330; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01143; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02069; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03438; Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+1_50K_11393_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02669; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03956; Ara-3_50K_11364_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03317; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+1_50K_11393_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_04257; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01380; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00708; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00174; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01426; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-6_50K_11389_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01958; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01223; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01043; Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00096; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00099; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00142; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00321; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00893; Ara-2_50K_11335_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+2_50K_11342_annotated.gd, Ara+2_50K_11343_annotated.gd, Ara-6_50K_11389_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03375; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00087; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00154; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01200; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01064; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01844; Ara-3_50K_11364_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01590; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01110; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02147; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+1_50K_11393_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02816; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02561; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01973; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01327; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02944; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00457; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00984; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00859; Ara-2_50K_11335_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02159; Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02374; Ara-3_50K_11364_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03779; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02790; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_02799; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03681; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02482; Ara+3_50K_11346_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+1_50K_11392_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00624; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_01911; Ara-2_50K_11335_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_01918; Ara-3_50K_11364_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_00982; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_00991; Ara-4_50K_11337_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_02169; Ara+3_50K_11346_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03765; Ara-2_50K_11335_annotated.gd, Ara-3_50K_11364_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03980; Ara-2_50K_11335_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_04192; Ara+3_50K_11346_annotated.gd, Ara+3_50K_11345_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara+6_50K_11371_annotated.gd, Ara-1_50K_11331_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara-1_50K_11330_annotated.gd
ECB_03346; Ara-3_50K_11364_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-2_50K_11333_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+6_50K_11371_annotated.gd
ECB_03189; Ara-2_50K_11335_annotated.gd, Ara-4_50K_11337_annotated.gd, Ara-3_50K_11365_annotated.gd, Ara-4_50K_11336_annotated.gd, Ara+6_50K_11370_annotated.gd, Ara+1_50K_11393_annotated.gd, Ara+6_50K_11371_annotated.gd
